Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:10,2018-05-24 14:08:10,0.055s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:10,2018-05-24 14:08:10,0.051s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-24 14:08:10,2018-05-24 14:08:10,0.268s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:10,2018-05-24 14:08:10,0.124s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:10,2018-05-24 14:08:11,0.585s,PASSED
verifyElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:11,2018-05-24 14:08:11,0.047s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:11,2018-05-24 14:08:11,0.197s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:11,2018-05-24 14:08:11,0.079s,PASSED
Statement - now = new java.util.Date(),Chrome 66.0.3359.181,,2018-05-24 14:08:11,2018-05-24 14:08:11,0.000s,PASSED
"Statement - rnd = now.format(""yyyyMMddHHmmssSSS"").toString()",Chrome 66.0.3359.181,,2018-05-24 14:08:11,2018-05-24 14:08:11,0.000s,PASSED
"Statement - Email = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""affiliate"", rnd, ""@mailinator.com""])",Chrome 66.0.3359.181,,2018-05-24 14:08:11,2018-05-24 14:08:11,0.001s,PASSED
callTestCase,Chrome 66.0.3359.181,,2018-05-24 14:08:11,2018-05-24 14:08:15,4.116s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:08:15,2018-05-24 14:08:15,0.042s,PASSED
"Statement - Price = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""Only "", Vtr1])",Chrome 66.0.3359.181,,2018-05-24 14:08:15,2018-05-24 14:08:16,0.280s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:16,2018-05-24 14:08:16,0.048s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:16,2018-05-24 14:08:16,0.354s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:08:16,2018-05-24 14:08:20,3.648s,PASSED
verifyTextPresent,Chrome 66.0.3359.181,,2018-05-24 14:08:20,2018-05-24 14:08:20,0.230s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:20,2018-05-24 14:08:20,0.067s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:20,2018-05-24 14:08:20,0.051s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:20,2018-05-24 14:08:22,1.446s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:22,2018-05-24 14:08:22,0.064s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:22,2018-05-24 14:08:22,0.071s,PASSED
verifyElementAttributeValue,Chrome 66.0.3359.181,,2018-05-24 14:08:22,2018-05-24 14:08:22,0.037s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:22,2018-05-24 14:08:22,0.038s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-24 14:08:22,2018-05-24 14:08:23,1.110s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:23,2018-05-24 14:08:23,0.051s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:23,2018-05-24 14:08:23,0.043s,PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-05-24 14:08:23,2018-05-24 14:08:24,0.666s,PASSED
,,,,,,
Test Cases/Affiliate - BuyVTRDealer,Chrome 66.0.3359.181,,2018-05-24 14:08:24,2018-05-24 14:08:41,17.233s,FAILED
openBrowser,Chrome 66.0.3359.181,,2018-05-24 14:08:24,2018-05-24 14:08:27,2.331s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-24 14:08:27,2018-05-24 14:08:28,1.155s,PASSED
"Statement - OrderURL = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([StagingReact, AffiliateURL, ""order/""])",Chrome 66.0.3359.181,,2018-05-24 14:08:28,2018-05-24 14:08:28,0.003s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-24 14:08:28,2018-05-24 14:08:30,2.598s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:30,2018-05-24 14:08:30,0.059s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:30,2018-05-24 14:08:30,0.049s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:30,2018-05-24 14:08:30,0.044s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:30,2018-05-24 14:08:31,0.047s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-24 14:08:31,2018-05-24 14:08:31,0.238s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:31,2018-05-24 14:08:31,0.097s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:31,2018-05-24 14:08:31,0.579s,PASSED
verifyElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:31,2018-05-24 14:08:31,0.041s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:31,2018-05-24 14:08:32,0.190s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:32,2018-05-24 14:08:32,0.068s,PASSED
Statement - now = new java.util.Date(),Chrome 66.0.3359.181,,2018-05-24 14:08:32,2018-05-24 14:08:32,0.001s,PASSED
"Statement - rnd = now.format(""yyyyMMddHHmmssSSS"").toString()",Chrome 66.0.3359.181,,2018-05-24 14:08:32,2018-05-24 14:08:32,0.000s,PASSED
"Statement - Email = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""affiliate"", rnd, ""@mailinator.com""])",Chrome 66.0.3359.181,,2018-05-24 14:08:32,2018-05-24 14:08:32,0.002s,PASSED
callTestCase,Chrome 66.0.3359.181,,2018-05-24 14:08:32,2018-05-24 14:08:36,3.991s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:08:36,2018-05-24 14:08:36,0.041s,PASSED
"Statement - Price = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""Only "", Vtr1])",Chrome 66.0.3359.181,,2018-05-24 14:08:36,2018-05-24 14:08:36,0.002s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:36,2018-05-24 14:08:36,0.045s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:36,2018-05-24 14:08:36,0.419s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:08:36,2018-05-24 14:08:40,3.682s,PASSED
verifyTextPresent,Chrome 66.0.3359.181,,2018-05-24 14:08:40,2018-05-24 14:08:40,0.236s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:40,2018-05-24 14:08:40,0.068s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:40,2018-05-24 14:08:40,0.046s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:40,2018-05-24 14:08:41,0.518s,FAILED
,,,,,,
Test Cases/Salesman - BuyVtrCaDealer,Chrome 66.0.3359.181,,2018-05-24 14:08:41,2018-05-24 14:09:03,21.702s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-05-24 14:08:41,2018-05-24 14:08:44,2.991s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-24 14:08:44,2018-05-24 14:08:45,1.123s,PASSED
"Statement - OrderURL = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([StagingReact, SalesmanURL, ""order/""])",Chrome 66.0.3359.181,,2018-05-24 14:08:45,2018-05-24 14:08:45,0.002s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-24 14:08:45,2018-05-24 14:08:48,2.740s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:48,2018-05-24 14:08:48,0.059s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:48,2018-05-24 14:08:48,0.053s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:48,2018-05-24 14:08:48,0.046s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:48,2018-05-24 14:08:48,0.050s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-24 14:08:48,2018-05-24 14:08:48,0.228s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:48,2018-05-24 14:08:49,0.093s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:49,2018-05-24 14:08:49,0.559s,PASSED
verifyElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:49,2018-05-24 14:08:49,0.041s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:49,2018-05-24 14:08:49,0.180s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:08:49,2018-05-24 14:08:49,0.087s,PASSED
Statement - now = new java.util.Date(),Chrome 66.0.3359.181,,2018-05-24 14:08:49,2018-05-24 14:08:49,0.000s,PASSED
"Statement - rnd = now.format(""yyyyMMddHHmmssSSS"").toString()",Chrome 66.0.3359.181,,2018-05-24 14:08:49,2018-05-24 14:08:49,0.000s,PASSED
"Statement - Email = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""salesman"", rnd, ""@mailinator.com""])",Chrome 66.0.3359.181,,2018-05-24 14:08:49,2018-05-24 14:08:50,0.102s,PASSED
callTestCase,Chrome 66.0.3359.181,,2018-05-24 14:08:50,2018-05-24 14:08:54,4.285s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:08:54,2018-05-24 14:08:54,0.044s,PASSED
"Statement - Price = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""Only "", Vtr1])",Chrome 66.0.3359.181,,2018-05-24 14:08:54,2018-05-24 14:08:54,0.001s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:54,2018-05-24 14:08:54,0.060s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:54,2018-05-24 14:08:55,0.433s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:08:55,2018-05-24 14:08:59,4.197s,PASSED
verifyTextPresent,Chrome 66.0.3359.181,,2018-05-24 14:08:59,2018-05-24 14:08:59,0.209s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:59,2018-05-24 14:08:59,0.048s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:08:59,2018-05-24 14:08:59,0.052s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:08:59,2018-05-24 14:09:00,1.171s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:00,2018-05-24 14:09:00,0.061s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:00,2018-05-24 14:09:00,0.046s,PASSED
verifyElementAttributeValue,Chrome 66.0.3359.181,,2018-05-24 14:09:00,2018-05-24 14:09:01,0.038s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:01,2018-05-24 14:09:01,0.036s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-24 14:09:01,2018-05-24 14:09:02,1.170s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:02,2018-05-24 14:09:02,0.060s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:02,2018-05-24 14:09:02,0.092s,PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-05-24 14:09:02,2018-05-24 14:09:03,0.661s,PASSED
,,,,,,
Test Cases/Salesman - BuyVTRConsumer,Chrome 66.0.3359.181,,2018-05-24 14:09:03,2018-05-24 14:09:20,17.375s,FAILED
openBrowser,Chrome 66.0.3359.181,,2018-05-24 14:09:03,2018-05-24 14:09:05,2.267s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-24 14:09:05,2018-05-24 14:09:06,1.154s,PASSED
"Statement - OrderURL = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([StagingReact, SalesmanURL, ""order/""])",Chrome 66.0.3359.181,,2018-05-24 14:09:06,2018-05-24 14:09:06,0.001s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-24 14:09:06,2018-05-24 14:09:09,2.444s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:09,2018-05-24 14:09:09,0.064s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:09,2018-05-24 14:09:09,0.043s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:09,2018-05-24 14:09:09,0.046s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:09,2018-05-24 14:09:09,0.042s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-24 14:09:09,2018-05-24 14:09:09,0.231s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:09,2018-05-24 14:09:09,0.100s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:09,2018-05-24 14:09:10,0.554s,PASSED
verifyElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:10,2018-05-24 14:09:10,0.046s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:10,2018-05-24 14:09:10,0.186s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:10,2018-05-24 14:09:10,0.068s,PASSED
Statement - now = new java.util.Date(),Chrome 66.0.3359.181,,2018-05-24 14:09:10,2018-05-24 14:09:10,0.001s,PASSED
"Statement - rnd = now.format(""yyyyMMddHHmmssSSS"").toString()",Chrome 66.0.3359.181,,2018-05-24 14:09:10,2018-05-24 14:09:10,0.000s,PASSED
"Statement - Email = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""salesman"", rnd, ""@mailinator.com""])",Chrome 66.0.3359.181,,2018-05-24 14:09:10,2018-05-24 14:09:10,0.001s,PASSED
callTestCase,Chrome 66.0.3359.181,,2018-05-24 14:09:10,2018-05-24 14:09:15,4.456s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:09:15,2018-05-24 14:09:15,0.034s,PASSED
"Statement - Price = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""Only "", Vtr1])",Chrome 66.0.3359.181,,2018-05-24 14:09:15,2018-05-24 14:09:15,0.001s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:15,2018-05-24 14:09:15,0.430s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:15,2018-05-24 14:09:15,0.081s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:09:15,2018-05-24 14:09:19,3.763s,PASSED
verifyTextPresent,Chrome 66.0.3359.181,,2018-05-24 14:09:19,2018-05-24 14:09:19,0.224s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:19,2018-05-24 14:09:19,0.054s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:19,2018-05-24 14:09:19,0.046s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:19,2018-05-24 14:09:20,0.519s,FAILED
,,,,,,
Test Cases/Salesman - BuyVTRDealer,Chrome 66.0.3359.181,,2018-05-24 14:09:20,2018-05-24 14:09:39,18.808s,FAILED
openBrowser,Chrome 66.0.3359.181,,2018-05-24 14:09:20,2018-05-24 14:09:23,2.948s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-24 14:09:23,2018-05-24 14:09:24,1.160s,PASSED
"Statement - OrderURL = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([StagingReact, SalesmanURL, ""order/""])",Chrome 66.0.3359.181,,2018-05-24 14:09:24,2018-05-24 14:09:24,0.002s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-24 14:09:24,2018-05-24 14:09:27,2.392s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:27,2018-05-24 14:09:27,0.065s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:27,2018-05-24 14:09:27,0.044s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:27,2018-05-24 14:09:27,0.050s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:27,2018-05-24 14:09:27,0.042s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-24 14:09:27,2018-05-24 14:09:28,0.550s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.085s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.559s,PASSED
verifyElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.074s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.180s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.051s,PASSED
Statement - now = new java.util.Date(),Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.001s,PASSED
"Statement - rnd = now.format(""yyyyMMddHHmmssSSS"").toString()",Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.000s,PASSED
"Statement - Email = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""salesman"", rnd, ""@mailinator.com""])",Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:28,0.001s,PASSED
callTestCase,Chrome 66.0.3359.181,,2018-05-24 14:09:28,2018-05-24 14:09:33,4.916s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:09:33,2018-05-24 14:09:33,0.046s,PASSED
"Statement - Price = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.concatenate([""Only "", Vtr1])",Chrome 66.0.3359.181,,2018-05-24 14:09:33,2018-05-24 14:09:33,0.001s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:33,2018-05-24 14:09:33,0.046s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:33,2018-05-24 14:09:34,0.781s,PASSED
waitForElementClickable,Chrome 66.0.3359.181,,2018-05-24 14:09:34,2018-05-24 14:09:38,3.684s,PASSED
verifyTextPresent,Chrome 66.0.3359.181,,2018-05-24 14:09:38,2018-05-24 14:09:38,0.246s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:38,2018-05-24 14:09:38,0.053s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:09:38,2018-05-24 14:09:38,0.048s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:09:38,2018-05-24 14:09:39,0.440s,FAILED
