Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyTextPresent,Chrome 66.0.3359.181,,2018-05-24 14:50:49,2018-05-24 14:50:49,0.194s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:50:49,2018-05-24 14:50:49,0.065s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:50:49,2018-05-24 14:50:49,0.043s,PASSED
click,Chrome 66.0.3359.181,,2018-05-24 14:50:49,2018-05-24 14:50:50,1.211s,PASSED
waitForElementVisible,Chrome 66.0.3359.181,,2018-05-24 14:50:50,2018-05-24 14:50:50,0.070s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:50:50,2018-05-24 14:50:50,0.044s,PASSED
verifyElementAttributeValue,Chrome 66.0.3359.181,,2018-05-24 14:50:50,2018-05-24 14:50:50,0.035s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:50:50,2018-05-24 14:50:50,0.036s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-24 14:50:50,2018-05-24 14:50:52,1.943s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:50:52,2018-05-24 14:50:52,0.060s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-05-24 14:50:52,2018-05-24 14:50:52,0.043s,PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-05-24 14:50:52,2018-05-24 14:50:53,0.669s,PASSED
